Rótulos de Linha;Soma de Quantity;Soma de Tax 5%;Soma de Total;Soma de Unit price;Soma de cogs;Soma de gross margin percentage;Soma de gross income;Soma de Rating
Member;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
Male;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
Home and lifestyle;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
1/25/2019;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
14;3;7,995;167,895;53,3;159,9;4,761904762;7,995;7,5
857-16-3520;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
A;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
Yangon;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
Member;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
Female;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
Fashion accessories;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
3/28/2019;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
16;7;25,011;525,231;71,46;500,22;4,761904762;25,011;4,5
857-67-9057;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
B;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
Mandalay;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
Normal;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
Male;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
Electronic accessories;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
02/06/2019;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
19;10;11,475;240,975;22,95;229,5;4,761904762;11,475;8,2
859-71-0933;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
C;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
Naypyitaw;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
Member;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
Female;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
Sports and travel;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
1/16/2019;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
15;2;1,549;32,529;15,49;30,98;4,761904762;1,549;6,3
859-97-6048;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
C;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
Naypyitaw;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
Member;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
Male;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
Electronic accessories;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
3/26/2019;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
14;2;8,425;176,925;84,25;168,5;4,761904762;8,425;5,3
860-73-6466;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
A;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
Yangon;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
Member;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
Female;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
Sports and travel;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
03/02/2019;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
16;2;3,947;82,887;39,47;78,94;4,761904762;3,947;5
860-79-0874;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
C;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
Naypyitaw;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
Member;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
Female;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
Fashion accessories;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
2/15/2019;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
14;10;49,65;1042,65;99,3;993;4,761904762;49,65;6,6
861-77-0145;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
C;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
Naypyitaw;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
Member;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
Male;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
Electronic accessories;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
03/03/2019;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
14;10;40,985;860,685;81,97;819,7;4,761904762;40,985;9,2
862-17-9201;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
B;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
Mandalay;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
Normal;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
Female;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
Food and beverages;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
1/29/2019;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
10;6;25,215;529,515;84,05;504,3;4,761904762;25,215;7,7
862-29-5914;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
C;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
Naypyitaw;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
Normal;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
Female;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
Sports and travel;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
1/30/2019;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
17;1;1,119;23,499;22,38;22,38;4,761904762;1,119;8,6
862-59-8517;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
C;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
Naypyitaw;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
Normal;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
Female;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
Food and beverages;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
1/27/2019;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
11;6;27,072;568,512;90,24;541,44;4,761904762;27,072;6,2
864-24-7918;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
A;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
Yangon;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
Member;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
Female;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
Sports and travel;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
2/22/2019;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
15;10;12,245;257,145;24,49;244,9;4,761904762;12,245;8,1
865-41-9075;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
A;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
Yangon;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
Normal;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
Male;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
Food and beverages;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
1/28/2019;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
17;7;4,0355;84,7455;11,53;80,71;4,761904762;4,0355;8,1
865-92-6136;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
A;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
Yangon;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
Normal;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
Male;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
Food and beverages;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
3/23/2019;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
10;3;7,9125;166,1625;52,75;158,25;4,761904762;7,9125;9,3
866-05-7563;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
B;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
Mandalay;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
Member;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
Female;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
Electronic accessories;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
02/09/2019;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
19;3;12,21;256,41;81,4;244,2;4,761904762;12,21;4,8
866-70-2814;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
B;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
Mandalay;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
Normal;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
Female;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
Electronic accessories;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
2/25/2019;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
11;10;26,395;554,295;52,79;527,9;4,761904762;26,395;10
866-99-7614;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
C;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
Naypyitaw;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
Normal;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
Male;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
Food and beverages;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
02/11/2019;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
15;10;44,6;936,6;89,2;892;4,761904762;44,6;4,4
867-47-1948;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
C;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
Naypyitaw;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
Normal;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
Female;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
Home and lifestyle;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
01/09/2019;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
12;10;7,9;165,9;15,8;158;4,761904762;7,9;7,8
868-06-0466;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
A;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
Yangon;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
Member;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
Male;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
Electronic accessories;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
2/19/2019;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
19;9;31,311;657,531;69,58;626,22;4,761904762;31,311;7,8
868-52-7573;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
B;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
Mandalay;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
Normal;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
Female;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
Food and beverages;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
1/14/2019;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
12;5;24,9225;523,3725;99,69;498,45;4,761904762;24,9225;9,9
868-81-1752;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
B;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
Mandalay;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
Normal;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
Male;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
Home and lifestyle;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
02/07/2019;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
18;9;9,909;208,089;22,02;198,18;4,761904762;9,909;6,8
869-11-3082;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
B;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
Mandalay;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
Member;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
Male;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
Health and beauty;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
1/27/2019;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
20;4;19,232;403,872;96,16;384,64;4,761904762;19,232;8,4
870-54-3162;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
A;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
Yangon;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
Normal;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
Female;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
Sports and travel;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
1/27/2019;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
13;5;8,0625;169,3125;32,25;161,25;4,761904762;8,0625;9
870-72-4431;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
C;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
Naypyitaw;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
Normal;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
Female;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
Health and beauty;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
1/21/2019;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
14;6;29,757;624,897;99,19;595,14;4,761904762;29,757;5,5
870-76-1733;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
A;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
Yangon;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
Member;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
Female;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
Food and beverages;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
02/01/2019;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
10;5;3,5575;74,7075;14,23;71,15;4,761904762;3,5575;4,4
871-39-9221;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
C;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
Naypyitaw;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
Normal;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
Female;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
Electronic accessories;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
02/09/2019;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
13;6;3,735;78,435;12,45;74,7;4,761904762;3,735;4,1
871-79-8483;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
B;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
Mandalay;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
Normal;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
Male;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
Fashion accessories;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
2/25/2019;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
19;5;23,5325;494,1825;94,13;470,65;4,761904762;23,5325;4,8
873-14-6353;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
A;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
Yangon;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
Member;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
Male;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
Food and beverages;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
2/16/2019;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
10;7;8,687;182,427;24,82;173,74;4,761904762;8,687;7,1
873-51-0671;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
A;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
Yangon;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
Member;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
Female;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
Sports and travel;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
01/10/2019;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
16;7;7,693;161,553;21,98;153,86;4,761904762;7,693;5,1
873-95-4984;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
B;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
Mandalay;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
Member;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
Female;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
Health and beauty;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
2/15/2019;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
20;7;26,915;565,215;76,9;538,3;4,761904762;26,915;7,7
875-31-8302;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
B;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
Mandalay;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
Normal;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
Male;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
Sports and travel;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
01/03/2019;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
13;1;4,669;98,049;93,38;93,38;4,761904762;4,669;9,6
875-46-5808;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
B;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
Mandalay;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
Member;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
Male;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
Health and beauty;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
02/06/2019;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
14;10;12,95;271,95;25,9;259;4,761904762;12,95;8,7
877-22-3308;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
A;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
Yangon;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
Member;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
Male;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
Health and beauty;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
3/13/2019;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
16;10;7,935;166,635;15,87;158,7;4,761904762;7,935;5,8
878-30-2331;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
C;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
Naypyitaw;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
Member;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
Female;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
Sports and travel;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
03/02/2019;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
11;10;27,275;572,775;54,55;545,5;4,761904762;27,275;7,1
880-35-0356;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
A;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
Yangon;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
Member;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
Female;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
Sports and travel;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
02/05/2019;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
11;3;11,28;236,88;75,2;225,6;4,761904762;11,28;4,8
880-46-5796;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
A;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
Yangon;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
Member;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
Male;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
Sports and travel;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
3/17/2019;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
19;10;38,46;807,66;76,92;769,2;4,761904762;38,46;5,6
881-41-7302;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
C;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
Naypyitaw;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
Normal;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
Female;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
Fashion accessories;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
1/26/2019;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
10;1;3,2495;68,2395;64,99;64,99;4,761904762;3,2495;4,5
882-40-4577;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
A;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
Yangon;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
Member;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
Male;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
Sports and travel;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
1/19/2019;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
15;4;13,452;282,492;67,26;269,04;4,761904762;13,452;8
883-17-4236;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
C;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
Naypyitaw;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
Normal;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
Female;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
Sports and travel;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
03/02/2019;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
19;2;1,439;30,219;14,39;28,78;4,761904762;1,439;7,2
883-69-1285;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
B;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
Mandalay;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
Member;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
Male;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
Fashion accessories;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
03/06/2019;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
11;2;4,992;104,832;49,92;99,84;4,761904762;4,992;7
884-80-6021;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
A;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
Yangon;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
Member;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
Female;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
Electronic accessories;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
3/23/2019;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
13;10;36,735;771,435;73,47;734,7;4,761904762;36,735;9,5
885-17-6250;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
A;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
Yangon;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
Normal;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
Female;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
Health and beauty;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
03/06/2019;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
10;1;3,987;83,727;79,74;79,74;4,761904762;3,987;7,3
885-56-0389;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
C;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
Naypyitaw;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
Member;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
Male;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
Fashion accessories;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
02/12/2019;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
17;1;2,6175;54,9675;52,35;52,35;4,761904762;2,6175;4
886-18-2897;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
A;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
Yangon;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
Normal;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
Female;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
Food and beverages;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
3/22/2019;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
19;5;14,14;296,94;56,56;282,8;4,761904762;14,14;4,5
886-54-6089;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
A;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
Yangon;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
Normal;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
Female;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
Home and lifestyle;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
1/15/2019;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
17;6;3,429;72,009;11,43;68,58;4,761904762;3,429;7,7
886-77-9084;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
C;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
Naypyitaw;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
Normal;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
Male;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
Electronic accessories;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
2/19/2019;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
11;8;28,756;603,876;71,89;575,12;4,761904762;28,756;5,5
887-42-0517;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
C;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
Naypyitaw;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
Normal;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
Female;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
Sports and travel;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
01/10/2019;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
10;7;29,099;611,079;83,14;581,98;4,761904762;29,099;6,6
888-02-0338;9;11,8035;247,8735;26,23;236,07;4,761904762;11,8035;5,9
A;9;11,8035;247,8735;26,23;236,07;4,761904762;11,8035;5,9
Yangon;9;11,8035;247,8735;26,23;236,07;4,761904762;11,8035;5,9
Normal;9;11,8035;247,8735;26,23;236,07;4,761904762;11,8035;5,9
